Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MROH8","Maestro Heat Like Repeat Family Member 8","Protein Coding","28","GC20M037101","2.40329813957214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROH8"
"TTN","Titin","Protein Coding","45","GC02M178525","2.40288853645325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"NKX2-5","NK2 Homeobox 5","Protein Coding","44","GC05M173232","2.4015257358551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-5"
"TSPAN12","Tetraspanin 12","Protein Coding","43","GC07M120787","2.39386630058289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN12"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","51","GC07P055019","2.38909816741943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"FOXC2","Forkhead Box C2","Protein Coding","43","GC16P086577","2.38326406478882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC2"
"C12orf29","Chromosome 12 Open Reading Frame 29","Protein Coding","32","GC12P088033","2.38326406478882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf29"
"JUP","Junction Plakoglobin","Protein Coding","45","GC17M041754","2.37266254425049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP"
"EMC1","ER Membrane Protein Complex Subunit 1","Protein Coding","35","GC01M019215","2.37137627601624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC1"
"IKZF1","IKAROS Family Zinc Finger 1","Protein Coding","46","GC07P050303","2.3684663772583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF1"
"TCTN2","Tectonic Family Member 2","Protein Coding","37","GC12P123671","2.36537885665894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN2"
"PDGFRL","Platelet Derived Growth Factor Receptor Like","Protein Coding","41","GC08P017576","2.36487889289856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRL"
"BBS1","Bardet-Biedl Syndrome 1","Protein Coding","37","GC11P067707","2.35111999511719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS1"
"TTC7A","Tetratricopeptide Repeat Domain 7A","Protein Coding","37","GC02P046906","2.35096073150635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A"
"PECAM1","Platelet And Endothelial Cell Adhesion Molecule 1","Protein Coding","39","GC17M064319","2.344486951828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1"
"CEACAM6","CEA Cell Adhesion Molecule 6","Protein Coding","40","GC19P041750","2.33691930770874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM6"
"MIR223","MicroRNA 223","RNA Gene","21","GC0XP066018","2.3359842300415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223"
"HMGB1","High Mobility Group Box 1","Protein Coding","43","GC13M030456","2.33255481719971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1"
"MFN2","Mitofusin 2","Protein Coding","46","GC01P011980","2.3248450756073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","48","GC10P048306","2.32373929023743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"ALOX12B","Arachidonate 12-Lipoxygenase, 12R Type","Protein Coding","41","GC17M009579","2.31761240959167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12B"
"FLVCR1","FLVCR Heme Transporter 1","Protein Coding","40","GC01P212858","2.30506062507629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLVCR1"
"TGIF1","TGFB Induced Factor Homeobox 1","Protein Coding","44","GC18P003411","2.3036253452301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGIF1"
"THBS1","Thrombospondin 1","Protein Coding","43","GC15P039581","2.2949743270874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1"
"MYBPC3","Myosin Binding Protein C3","Protein Coding","44","GC11M076980","2.2934844493866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC3"
"GRIN2B","Glutamate Ionotropic Receptor NMDA Type Subunit 2B","Protein Coding","49","GC12M013437","2.28586411476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2B"
"ZNF341","Zinc Finger Protein 341","Protein Coding","35","GC20P033731","2.28586411476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF341"
"DPT","Dermatopontin","Protein Coding","36","GC01M168696","2.28307342529297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPT"
"MIR143","MicroRNA 143","RNA Gene","22","GC05P149410","2.28096890449524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"TCTN3","Tectonic Family Member 3","Protein Coding","39","GC10M095663","2.27986669540405","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN3"
"DSG1","Desmoglein 1","Protein Coding","42","GC18P031318","2.2755081653595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG1"
"ABCC6","ATP Binding Cassette Subfamily C Member 6","Protein Coding","44","GC16M016148","2.27225017547607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC6"
"PKD2","Polycystin 2, Transient Receptor Potential Cation Channel","Protein Coding","45","GC04P088007","2.27088737487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2"
"PKP2","Plakophilin 2","Protein Coding","44","GC12M032790","2.26325845718384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP2"
"NDUFAF2","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 2","Protein Coding","38","GC05P060945","2.24858522415161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2"
"PGBD3","PiggyBac Transposable Element Derived 3","Protein Coding","27","GC10M049517","2.24858522415161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGBD3"
"ERCC8-AS1","ERCC8 Antisense RNA 1","RNA Gene","6","GC05P060915","2.24858522415161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC8-AS1"
"CD4","CD4 Molecule","Protein Coding","47","GC12P006786","2.24615573883057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"TYK2","Tyrosine Kinase 2","Protein Coding","51","GC19M010350","2.24359512329102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2"
"NEK8","NIMA Related Kinase 8","Protein Coding","40","GC17P028725","2.24359512329102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK8"
"NCF1","Neutrophil Cytosolic Factor 1","Protein Coding","46","GC07P074773","2.24042153358459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF1"
"SOD1","Superoxide Dismutase 1","Protein Coding","50","GC21P031659","2.23898196220398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"ST14","ST14 Transmembrane Serine Protease Matriptase","Protein Coding","45","GC11P130159","2.23576331138611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST14"
"ACTA2","Actin Alpha 2, Smooth Muscle","Protein Coding","46","GC10M088935","2.23387002944946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2"
"MBL2","Mannose Binding Lectin 2","Protein Coding","45","GC10M052760","2.23378968238831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2"
"USB1","U6 SnRNA Biogenesis Phosphodiesterase 1","Protein Coding","35","GC16P057999","2.22544503211975","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USB1"
"XYLT1","Xylosyltransferase 1","Protein Coding","41","GC16M017101","2.22411346435547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLT1"
"MIR17","MicroRNA 17","RNA Gene","21","GC13P091350","2.22317981719971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","45","GC17P050055","2.21904945373535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"IFNA1","Interferon Alpha 1","Protein Coding","37","GC09P021551","2.21875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"VSX2","Visual System Homeobox 2","Protein Coding","39","GC14P074239","2.21450614929199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSX2"
"GJA1","Gap Junction Protein Alpha 1","Protein Coding","49","GC06P121436","2.21224498748779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1"
"THY1","Thy-1 Cell Surface Antigen","Protein Coding","40","GC11M119417","2.21111798286438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THY1"
"DSG2","Desmoglein 2","Protein Coding","44","GC18P031498","2.20617079734802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG2"
"LCN2","Lipocalin 2","Protein Coding","41","GC09P128149","2.1999044418335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","47","GC02P181456","2.19608426094055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"GZMB","Granzyme B","Protein Coding","44","GC14M024630","2.19381046295166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB"
"BBS4","Bardet-Biedl Syndrome 4","Protein Coding","40","GC15P072686","2.19159030914307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS4"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","50","GC04P102501","2.18722367286682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"MIR145","MicroRNA 145","RNA Gene","21","GC05P149430","2.18586182594299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"CEACAM3","CEA Cell Adhesion Molecule 3","Protein Coding","40","GC19P041796","2.18067979812622","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM3"
"IL18","Interleukin 18","Protein Coding","41","GC11M112143","2.17941308021545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"CYFIP1","Cytoplasmic FMR1 Interacting Protein 1","Protein Coding","39","GC15M022867","2.17912864685059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP1"
"EFEMP1","EGF Containing Fibulin Extracellular Matrix Protein 1","Protein Coding","43","GC02M055865","2.1744225025177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFEMP1"
"MUS81","MUS81 Structure-Specific Endonuclease Subunit","Protein Coding","41","GC11P067515","2.1744225025177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUS81"
"MYO7A","Myosin VIIA","Protein Coding","41","GC11P077128","2.1744225025177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO7A"
"CNGB3","Cyclic Nucleotide Gated Channel Subunit Beta 3","Protein Coding","39","GC08M086553","2.1744225025177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGB3"
"IMPG1","Interphotoreceptor Matrix Proteoglycan 1","Protein Coding","38","GC06M075921","2.1744225025177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPG1"
"CSPP1","Centrosome And Spindle Pole Associated Protein 1","Protein Coding","37","GC08P067055","2.1684250831604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSPP1"
"TCTN1","Tectonic Family Member 1","Protein Coding","36","GC12P110614","2.1684250831604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN1"
"TMEM237","Transmembrane Protein 237","Protein Coding","35","GC02M201620","2.1684250831604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM237"
"TMEM107","Transmembrane Protein 107","Protein Coding","35","GC17M009595","2.1684250831604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM107"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","45","GC08M140657","2.16154146194458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","48","GC11P002444","2.15808296203613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","41","GC19M014514","2.15808296203613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"GLIS2","GLIS Family Zinc Finger 2","Protein Coding","39","GC16P007504","2.15808296203613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS2"
"CSF3","Colony Stimulating Factor 3","Protein Coding","37","GC17P040015","2.15427923202515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3"
"ARSB","Arylsulfatase B","Protein Coding","42","GC05M078777","2.15182185173035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSB"
"CYP1B1","Cytochrome P450 Family 1 Subfamily B Member 1","Protein Coding","47","GC02M038066","2.1513557434082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1"
"CSMD1","CUB And Sushi Multiple Domains 1","Protein Coding","37","GC08M002953","2.14769411087036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD1"
"SFTPD","Surfactant Protein D","Protein Coding","41","GC10M079937","2.14711117744446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","50","GC20P037344","2.14553165435791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"PRKACA","Protein Kinase CAMP-Activated Catalytic Subunit Alpha","Protein Coding","50","GC19M014256","2.14153480529785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACA"
"APOL1","Apolipoprotein L1","Protein Coding","42","GC22P036253","2.14026880264282","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL1"
"C3","Complement C3","Protein Coding","45","GC19M006677","2.13473129272461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"CYFIP2","Cytoplasmic FMR1 Interacting Protein 2","Protein Coding","41","GC05P157267","2.13278388977051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP2"
"INS","Insulin","Protein Coding","45","GC11M002159","2.13020420074463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"AIPL1","Aryl Hydrocarbon Receptor Interacting Protein Like 1","Protein Coding","40","GC17M006393","2.12807750701904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIPL1"
"LCA5","Lebercilin LCA5","Protein Coding","38","GC06M079484","2.12807750701904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCA5"
"BMP1","Bone Morphogenetic Protein 1","Protein Coding","45","GC08P022164","2.12541007995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP1"
"GATA2","GATA Binding Protein 2","Protein Coding","47","GC03M128479","2.12122893333435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA2"
"TTR","Transthyretin","Protein Coding","47","GC18P031557","2.12122893333435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"SOD2","Superoxide Dismutase 2","Protein Coding","48","GC06M159669","2.11856269836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"LOX","Lysyl Oxidase","Protein Coding","44","GC05M122063","2.11297965049744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX"
"CTC1","CST Telomere Replication Complex Component 1","Protein Coding","33","GC17M009602","2.11264038085938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTC1"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","47","GC01M186640","2.10548162460327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"TTN-AS1","TTN Antisense RNA 1","RNA Gene","16","GC02P178521","2.10361862182617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN-AS1"
"CD8A","CD8a Molecule","Protein Coding","44","GC02M086784","2.10322380065918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD8A"
"BRK1P2","BRK1 Pseudogene 2","Pseudogene","5","GC13M091023","2.10281848907471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRK1P2"
"BRK1P1","BRICK1 Pseudogene 1","Pseudogene","4","GC0XP009182","2.10281848907471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRK1P1"
"TNC","Tenascin C","Protein Coding","47","GC09M115019","2.07897901535034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC"
"KCNN4","Potassium Calcium-Activated Channel Subfamily N Member 4","Protein Coding","47","GC19M053693","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN4"
"SLC9A3","Solute Carrier Family 9 Member A3","Protein Coding","45","GC05M000472","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3"
"AP3B1","Adaptor Related Protein Complex 3 Subunit Beta 1","Protein Coding","44","GC05M078000","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3B1"
"GSTM3","Glutathione S-Transferase Mu 3","Protein Coding","44","GC01M109733","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM3"
"SCN1B","Sodium Voltage-Gated Channel Beta Subunit 1","Protein Coding","43","GC19P035030","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1B"
"SEMA4D","Semaphorin 4D","Protein Coding","43","GC09M089360","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4D"
"SULT2B1","Sulfotransferase Family 2B Member 1","Protein Coding","43","GC19P048552","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT2B1"
"SLC6A14","Solute Carrier Family 6 Member 14","Protein Coding","40","GC0XP116436","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A14"
"TMEM43","Transmembrane Protein 43","Protein Coding","40","GC03P014124","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43"
"F13B","Coagulation Factor XIII B Chain","Protein Coding","39","GC01M197008","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13B"
"EBF3","EBF Transcription Factor 3","Protein Coding","39","GC10M129835","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBF3"
"GFI1B","Growth Factor Independent 1B Transcriptional Repressor","Protein Coding","39","GC09P132945","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFI1B"
"SLC26A9","Solute Carrier Family 26 Member 9","Protein Coding","39","GC01M205883","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A9"
"DCTN4","Dynactin Subunit 4","Protein Coding","37","GC05M150708","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN4"
"MED13L","Mediator Complex Subunit 13L","Protein Coding","37","GC12M115953","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED13L"
"CLCA4","Chloride Channel Accessory 4","Protein Coding","36","GC01P086547","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA4"
"C12orf57","Chromosome 12 Open Reading Frame 57","Protein Coding","35","GC12P015381","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf57"
"BLOC1S3","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 3","Protein Coding","34","GC19P045178","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S3"
"BLOC1S5","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 5","Protein Coding","34","GC06M008014","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5"
"MIR221","MicroRNA 221","RNA Gene","20","GC0XM045746","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221"
"BLOC1S5-TXNDC5","BLOC1S5-TXNDC5 Readthrough (NMD Candidate)","RNA Gene","19","GC06M007890","2.06787538528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5-TXNDC5"
