Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CCL3","C-C Motif Chemokine Ligand 3","Protein Coding","37","GC17M036088","2.94589948654175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3"
"TSC1","TSC Complex Subunit 1","Protein Coding","45","GC09M132891","2.94235634803772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1"
"DEFB103A","Defensin Beta 103A","Protein Coding","27","GC08P007881","2.93878507614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103A"
"CSF3","Colony Stimulating Factor 3","Protein Coding","37","GC17P040015","2.93298196792603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3"
"TGM2","Transglutaminase 2","Protein Coding","45","GC20M038127","2.92409086227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM2"
"NFATC4","Nuclear Factor Of Activated T Cells 4","Protein Coding","43","GC14P024365","2.91965246200562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC4"
"TNFRSF11A","TNF Receptor Superfamily Member 11a","Protein Coding","43","GC18P062325","2.91494035720825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11A"
"MIR93","MicroRNA 93","RNA Gene","21","GC07M100883","2.90856289863586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"MIR106B","MicroRNA 106b","RNA Gene","21","GC07M100884","2.90856289863586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"IL18","Interleukin 18","Protein Coding","41","GC11M112143","2.90841746330261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"GPR101","G Protein-Coupled Receptor 101","Protein Coding","37","GC0XM137030","2.89901971817017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR101"
"MIR20A","MicroRNA 20a","RNA Gene","19","GC13P091495","2.89255499839783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"RNASEH2A","Ribonuclease H2 Subunit A","Protein Coding","41","GC19P013177","2.88801121711731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2A"
"RNASEH2C","Ribonuclease H2 Subunit C","Protein Coding","38","GC11M065714","2.88801121711731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2C"
"SLX4","SLX4 Structure-Specific Endonuclease Subunit","Protein Coding","36","GC16M005087","2.88801121711731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLX4"
"RNASEH2B","Ribonuclease H2 Subunit B","Protein Coding","35","GC13P050909","2.88801121711731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2B"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","48","GC12M057095","2.88027811050415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"AP1S1","Adaptor Related Protein Complex 1 Subunit Sigma 1","Protein Coding","37","GC07P101154","2.87983441352844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1S1"
"NREP","Neuronal Regeneration Related Protein","Protein Coding","33","GC05M111662","2.87069129943848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NREP"
"CDH5","Cadherin 5","Protein Coding","45","GC16P066366","2.86145257949829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH5"
"UCHL1","Ubiquitin C-Terminal Hydrolase L1","Protein Coding","49","GC04P041256","2.85699033737183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL1"
"MC1R","Melanocortin 1 Receptor","Protein Coding","46","GC16P089912","2.85056734085083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R"
"LOC107303338","3p25 FANCD2 Alu-Mediated Recombination Region","Biological Region","2","GC03P011413","2.84707617759705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303338"
"ACAN","Aggrecan","Protein Coding","45","GC15P088813","2.83607196807861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAN"
"KRT15","Keratin 15","Protein Coding","38","GC17M041513","2.83382964134216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT15"
"ABCA12","ATP Binding Cassette Subfamily A Member 12","Protein Coding","41","GC02M214931","2.82938313484192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA12"
"SLC2A4","Solute Carrier Family 2 Member 4","Protein Coding","44","GC17P009801","2.82486891746521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4"
"RAD51","RAD51 Recombinase","Protein Coding","51","GC15P040694","2.82291436195374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51"
"SLC39A14","Solute Carrier Family 39 Member 14","Protein Coding","41","GC08P022367","2.81519341468811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A14"
"MMP7","Matrix Metallopeptidase 7","Protein Coding","47","GC11M102425","2.81141495704651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"CEP83","Centrosomal Protein 83","Protein Coding","35","GC12M094265","2.80742263793945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP83"
"ALMS1","ALMS1 Centrosome And Basal Body Associated Protein","Protein Coding","40","GC02P073385","2.80282092094421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALMS1"
"MUC6","Mucin 6, Oligomeric Mucus/Gel-Forming","Protein Coding","37","GC11M001012","2.79838800430298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC6"
"GUCA1A","Guanylate Cyclase Activator 1A","Protein Coding","40","GC06P064335","2.79830431938171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA1A"
"PHYH","Phytanoyl-CoA 2-Hydroxylase","Protein Coding","44","GC10M013277","2.79347968101501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH"
"MMP14","Matrix Metallopeptidase 14","Protein Coding","49","GC14P028293","2.79294729232788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14"
"H2AC18","H2A Clustered Histone 18","Protein Coding","25","GC01M150368","2.79166531562805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC18"
"VIM","Vimentin","Protein Coding","48","GC10P017227","2.79161953926086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM"
"EIF2AK3","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3","Protein Coding","47","GC02M088556","2.78999352455139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK3"
"ATG7","Autophagy Related 7","Protein Coding","41","GC03P011446","2.78350067138672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"TRPC3","Transient Receptor Potential Cation Channel Subfamily C Member 3","Protein Coding","46","GC04M121879","2.78155946731567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3"
"DLG4","Discs Large MAGUK Scaffold Protein 4","Protein Coding","46","GC17M007189","2.78045749664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4"
"FANCA","FA Complementation Group A","Protein Coding","47","GC16M089776","2.77656960487366","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCA"
"IL12B","Interleukin 12B","Protein Coding","41","GC05M159314","2.77656960487366","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","42","GC12M064713","2.77385020256042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"IL10RA","Interleukin 10 Receptor Subunit Alpha","Protein Coding","43","GC11P117987","2.77260732650757","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RA"
"DSC1","Desmocollin 1","Protein Coding","37","GC18M031129","2.76452660560608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC1"
"NRG1","Neuregulin 1","Protein Coding","44","GC08P031639","2.75431728363037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1"
"BMP1","Bone Morphogenetic Protein 1","Protein Coding","45","GC08P022164","2.7394278049469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP1"
"UCP2","Uncoupling Protein 2","Protein Coding","44","GC11M073974","2.73800897598267","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2"
"FMOD","Fibromodulin","Protein Coding","39","GC01M203340","2.73438167572021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMOD"
"MMP28","Matrix Metallopeptidase 28","Protein Coding","36","GC17M035756","2.7307345867157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP28"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","51","GC07P116672","2.71497058868408","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"MIR143","MicroRNA 143","RNA Gene","22","GC05P149410","2.70604300498962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"TGFB1I1","Transforming Growth Factor Beta 1 Induced Transcript 1","Protein Coding","41","GC16P037033","2.70528221130371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1I1"
"PEX7","Peroxisomal Biogenesis Factor 7","Protein Coding","41","GC06P136822","2.69707798957825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX7"
"SUCLA2","Succinate-CoA Ligase ADP-Forming Subunit Beta","Protein Coding","45","GC13M047745","2.69105458259583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2"
"GRB2","Growth Factor Receptor Bound Protein 2","Protein Coding","46","GC17M075318","2.68848419189453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2"
"RAC1","Rac Family Small GTPase 1","Protein Coding","47","GC07P006377","2.68710803985596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"COQ6","Coenzyme Q6, Monooxygenase","Protein Coding","40","GC14P073949","2.68264102935791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ6"
"CAMK2D","Calcium/Calmodulin Dependent Protein Kinase II Delta","Protein Coding","47","GC04M113418","2.68209481239319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2D"
"PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","49","GC20M005114","2.67039251327515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","47","GC07P106865","2.66130876541138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"MYO15A","Myosin XVA","Protein Coding","34","GC17P018108","2.65774202346802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO15A"
"IKZF1","IKAROS Family Zinc Finger 1","Protein Coding","46","GC07P050303","2.65433597564697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF1"
"CD69","CD69 Molecule","Protein Coding","39","GC12M017566","2.64413547515869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD69"
"AIFM1","Apoptosis Inducing Factor Mitochondria Associated 1","Protein Coding","47","GC0XM130129","2.63414740562439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","48","GC05P148825","2.62613940238953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","52","GC19M040230","2.6223030090332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"
"PTGER3","Prostaglandin E Receptor 3","Protein Coding","45","GC01M070852","2.62037777900696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3"
"FBLN5","Fibulin 5","Protein Coding","44","GC14M091869","2.61937236785889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5"
"PIGN","Phosphatidylinositol Glycan Anchor Biosynthesis Class N","Protein Coding","39","GC18M061905","2.61906266212463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGN"
"ALOX12B","Arachidonate 12-Lipoxygenase, 12R Type","Protein Coding","41","GC17M009579","2.61323261260986","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12B"
"THBS4","Thrombospondin 4","Protein Coding","41","GC05P079991","2.60388374328613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS4"
"S100A1","S100 Calcium Binding Protein A1","Protein Coding","40","GC01P153627","2.60378170013428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A1"
"PTHLH","Parathyroid Hormone Like Hormone","Protein Coding","44","GC12M027959","2.60279083251953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTHLH"
"FKBP10","FKBP Prolyl Isomerase 10","Protein Coding","39","GC17P041812","2.60275650024414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP10"
"BBS4","Bardet-Biedl Syndrome 4","Protein Coding","40","GC15P072686","2.59587097167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS4"
"DR1","Down-Regulator Of Transcription 1","Protein Coding","37","GC01P093345","2.58911848068237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DR1"
"IBSP","Integrin Binding Sialoprotein","Protein Coding","35","GC04P087799","2.5876841545105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBSP"
"S100A12","S100 Calcium Binding Protein A12","Protein Coding","37","GC01M153373","2.58646011352539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A12"
"ENG","Endoglin","Protein Coding","44","GC09M127815","2.58404016494751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"XDH","Xanthine Dehydrogenase","Protein Coding","45","GC02M031334","2.58228731155396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","48","GC08M023020","2.55792951583862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B"
"PDSS2","Decaprenyl Diphosphate Synthase Subunit 2","Protein Coding","39","GC06M107152","2.54738211631775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2"
"ST14","ST14 Transmembrane Serine Protease Matriptase","Protein Coding","45","GC11P130159","2.5313835144043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST14"
"TYK2","Tyrosine Kinase 2","Protein Coding","51","GC19M010350","2.52946472167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2"
"FOXC2","Forkhead Box C2","Protein Coding","43","GC16P086577","2.51959657669067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC2"
"TRAF3","TNF Receptor Associated Factor 3","Protein Coding","45","GC14P107460","2.51473879814148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3"
"MIR17","MicroRNA 17","RNA Gene","21","GC13P091350","2.50904941558838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"WDR73","WD Repeat Domain 73","Protein Coding","35","GC15M084639","2.50720286369324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR73"
"NPHS1","NPHS1 Adhesion Molecule, Nephrin","Protein Coding","44","GC19M035825","2.50600910186768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHS1"
"PPP3CB","Protein Phosphatase 3 Catalytic Subunit Beta","Protein Coding","43","GC10M073436","2.50486254692078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CB"
"GFAP","Glial Fibrillary Acidic Protein","Protein Coding","45","GC17M044905","2.50419569015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP"
"AFP","Alpha Fetoprotein","Protein Coding","43","GC04P073431","2.49217772483826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP"
"C3","Complement C3","Protein Coding","45","GC19M006677","2.48923444747925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","44","GC22P032800","2.48358821868896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"FOXO1","Forkhead Box O1","Protein Coding","46","GC13M040555","2.48327207565308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","47","GC02P181456","2.48195385932922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"NES","Nestin","Protein Coding","39","GC01M156668","2.47736644744873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES"
"LOC101927055","Uncharacterized LOC101927055","RNA Gene","8","GC02P178776","2.47365140914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927055"
"MAPKBP1","Mitogen-Activated Protein Kinase Binding Protein 1","Protein Coding","38","GC15P041775","2.4705810546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKBP1"
"PSMB4","Proteasome 20S Subunit Beta 4","Protein Coding","43","GC01P151372","2.46655464172363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB4"
"CYFIP1","Cytoplasmic FMR1 Interacting Protein 1","Protein Coding","39","GC15M022867","2.46499824523926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP1"
"LSP1","Lymphocyte Specific Protein 1","Protein Coding","40","GC11P001852","2.46459221839905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSP1"
"MUS81","MUS81 Structure-Specific Endonuclease Subunit","Protein Coding","41","GC11P067515","2.46029210090637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUS81"
"CNGB3","Cyclic Nucleotide Gated Channel Subunit Beta 3","Protein Coding","39","GC08M086553","2.46029210090637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGB3"
"SFTPD","Surfactant Protein D","Protein Coding","41","GC10M079937","2.43298077583313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD"
"KITLG","KIT Ligand","Protein Coding","42","GC12M088492","2.4301643371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KITLG"
"RMRP","RNA Component Of Mitochondrial RNA Processing Endoribonuclease","RNA Gene","26","GC09M035655","2.41969108581543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP"
"AIPL1","Aryl Hydrocarbon Receptor Interacting Protein Like 1","Protein Coding","40","GC17M006393","2.41394710540771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIPL1"
"LCA5","Lebercilin LCA5","Protein Coding","38","GC06M079484","2.41394710540771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCA5"
"SFTA3","Surfactant Associated 3","RNA Gene","31","GC14M036474","2.40337634086609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","40","GC01M153391","2.40105819702148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","46","GC11P102110","2.39650440216064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"SERAC1","Serine Active Site Containing 1","Protein Coding","35","GC06M158109","2.39591908454895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERAC1"
"CYP1B1","Cytochrome P450 Family 1 Subfamily B Member 1","Protein Coding","47","GC02M038066","2.38749051094055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1"
"ADM","Adrenomedullin","Protein Coding","43","GC11P010304","2.38641715049744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM"
"NGFR","Nerve Growth Factor Receptor","Protein Coding","43","GC17P049495","2.38068437576294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGFR"
"TNFSF10","TNF Superfamily Member 10","Protein Coding","44","GC03M172505","2.37817883491516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10"
"CCNA2","Cyclin A2","Protein Coding","43","GC04M121816","2.3766942024231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2"
"LAMP1","Lysosomal Associated Membrane Protein 1","Protein Coding","40","GC13P113297","2.37591648101807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"
